"","ethnicity","region","sex","agegrp","qualification","occupation","hours","income"
"9660","European","Auckland","F",45,"Bachelore or Higher","No Occupation",0,270
"9661","European","Canterbury","M",65,"Bachelore or Higher","No Occupation",0,0
"9662","Asian","Wellington","M",55,"School","Technicians and Trade Workers",30,621
"9663","European","Bay of Plenty","F",35,"Vocational/Trade","Community and Personal Service Worker",40,844
"9664","European","Gisborne / Hawke's Bay","F",65,"None","No Occupation",0,161
"9665","European","Other","M",55,"Vocational/Trade","Technicians and Trade Workers",46,848
"9666","Asian","Waikato","F",50,"School","Clerical and Administrative Workers",0,1095
"9667","European","Canterbury","F",60,"Vocational/Trade","No Occupation",0,126
"9668","European","Canterbury","M",20,"Other","Managers",42,991
"9669","European","Auckland","F",45,"School","Clerical and Administrative Workers",26,420
"9670","European","Northland","M",65,"Vocational/Trade","No Occupation",0,0
"9671","European","Gisborne / Hawke's Bay","F",50,"Vocational/Trade","No Occupation",0,14
"9672","Asian","Manawatu-Wanganui","M",15,"None","Community and Personal Service Worker",20,310
"9673","Pacific People","Canterbury","F",35,"None","Sales Workers",0,949
"9674","European","Bay of Plenty","F",15,"None","No Occupation",0,0
"9675","European","Canterbury","F",65,"School","No Occupation",0,290
"9676","European","Canterbury","F",40,"School","No Occupation",0,429
"9677","European","Auckland","F",25,"Vocational/Trade","Labourers",0,-173
"9678","Residual Categories","Auckland","F",20,"School","Managers",20,303
"9679","European","Waikato","F",50,"Vocational/Trade","Clerical and Administrative Workers",40,1266
"9680","Other","Canterbury","F",45,"Vocational/Trade","Professionals",15.5,669
"9681","European","Other","F",40,"Vocational/Trade","Professionals",36,1591
"9682","European","Wellington","M",40,"Vocational/Trade","Labourers",43.5,479
"9683","Other","Auckland","F",35,"School","Machinery Operators and Drivers",40,1794
"9684","European","Auckland","M",65,"School","No Occupation",0,323
"9685","European","Canterbury","F",40,"Other","Sales Workers",25,636
"9686","Other Ethnicity","Other","M",40,"Vocational/Trade","Technicians and Trade Workers",40.5,501
"9687","Pacific People","Auckland","F",65,"Vocational/Trade","No Occupation",0,238
"9688","European","Canterbury","F",50,"School","Clerical and Administrative Workers",27,832
"9689","European","Canterbury","F",55,"Vocational/Trade","Managers",37.5,863
"9690","Maori","Auckland","F",45,"School","No Occupation",0,0
"9691","European","Auckland","F",50,"School","No Occupation",0,263
"9692","European","Wellington","F",65,"None","No Occupation",0,214
"9693","European","Gisborne / Hawke's Bay","M",25,"Vocational/Trade","Labourers",48.5,939
"9694","European","Wellington","F",55,"Other","Community and Personal Service Worker",7.5,113
"9695","Residual Categories","Gisborne / Hawke's Bay","M",40,"Other","Technicians and Trade Workers",45,932
"9696","European","Bay of Plenty","F",65,"School","No Occupation",16,-207
"9697","European","Auckland","F",50,"Bachelore or Higher","No Occupation",0,204
"9698","European","Nelson/Tasman/Marlborough/West Coast","M",50,"Vocational/Trade","Managers",40,1619
"9699","Other","Auckland","M",50,"School","No Occupation",0,271
"9700","Middle Eastern/Latin American/African","Auckland","M",65,"Other","No Occupation",0,324
"9701","Asian","Northland","F",25,"Other","Labourers",5,712
"9702","European","Gisborne / Hawke's Bay","M",25,"School","No Occupation",0,0
"9703","Other","Canterbury","F",55,"Bachelore or Higher","No Occupation",0,357
"9704","European","Manawatu-Wanganui","M",65,"None","No Occupation",0,604
"9705","European","Bay of Plenty","F",50,"Vocational/Trade","Professionals",15,2163
"9706","European","Wellington","M",25,"School","Community and Personal Service Worker",40,1188
"9707","European","Auckland","F",35,"Bachelore or Higher","Sales Workers",32,533
"9708","European","Other","M",60,"None","Labourers",0,26
"9709","European","Other","F",40,"Vocational/Trade","Clerical and Administrative Workers",30,653
"9710","European","Canterbury","M",15,"None","Managers",0,759
"9711","European","Waikato","M",30,"Vocational/Trade","Managers",40,1160
"9712","European","Canterbury","F",65,"None","No Occupation",0,753
"9713","Other","Wellington","F",20,"Bachelore or Higher","Professionals",20,311
"9714","Asian","Auckland","M",15,"None","No Occupation",0,367
"9715","European","Auckland","M",40,"None","Managers",45,1564
"9716","Asian","Auckland","M",15,"None","No Occupation",0,136
"9717","European","Canterbury","M",60,"None","No Occupation",0,0
"9718","European","Northland","M",55,"Vocational/Trade","Technicians and Trade Workers",42,655
"9719","Other","Waikato","F",15,"None","No Occupation",0,0
"9720","European","Manawatu-Wanganui","F",40,"Bachelore or Higher","Professionals",45,1055
"9721","European","Canterbury","F",30,"Bachelore or Higher","No Occupation",0,353
"9722","European","Auckland","F",40,"Vocational/Trade","Clerical and Administrative Workers",37,1479
"9723","European","Wellington","M",45,"None","Sales Workers",0,863
"9724","European","Waikato","M",40,"Vocational/Trade","Labourers",0,651
"9725","European","Wellington","F",65,"Vocational/Trade","No Occupation",0,226
"9726","European","Wellington","M",65,"Bachelore or Higher","Professionals",45,944
"9727","European","Auckland","M",40,"Bachelore or Higher","Professionals",20,609
"9728","Pacific People","Auckland","M",15,"None","No Occupation",0,0
"9729","European","Other","M",50,"Other","Machinery Operators and Drivers",55,890
"9730","European","Wellington","M",15,"School","Labourers",40,717
"9731","European","Auckland","F",65,"Vocational/Trade","No Occupation",0,0
"9732","Pacific People","Auckland","M",45,"Vocational/Trade","No Occupation",0,281
"9733","European","Auckland","F",65,"Vocational/Trade","No Occupation",0,189
"9734","European","Auckland","F",60,"Bachelore or Higher","Community and Personal Service Worker",21,471
"9735","European","Nelson/Tasman/Marlborough/West Coast","F",65,"Vocational/Trade","Machinery Operators and Drivers",37.5,2363
"9736","European","Bay of Plenty","F",65,"Vocational/Trade","No Occupation",0,0
"9737","European","Wellington","M",65,"Bachelore or Higher","No Occupation",0,383
"9738","European","Bay of Plenty","M",55,"Bachelore or Higher","Professionals",0,1295
"9739","Maori","Auckland","F",15,"Vocational/Trade","Sales Workers",0,207
"9740","European","Canterbury","F",40,"Vocational/Trade","Managers",52,1635
"9741","European","Manawatu-Wanganui","M",60,"Other","Sales Workers",42.5,1038
"9742","European","Canterbury","F",25,"School","Sales Workers",40,649
"9743","European","Other","F",25,"Bachelore or Higher","Professionals",0,224
"9744","European","Manawatu-Wanganui","F",25,"School","No Occupation",0,0
"9745","European","Auckland","F",45,"None","Community and Personal Service Worker",35,378
"9746","European","Waikato","M",25,"None","Sales Workers",0,311
"9747","European","Wellington","F",40,"Bachelore or Higher","Professionals",30,794
"9748","European","Bay of Plenty","M",45,"Vocational/Trade","Managers",0,0
"9749","European","Waikato","M",25,"Vocational/Trade","Labourers",41,922
"9750","European","Auckland","M",40,"Bachelore or Higher","Managers",47.5,9470
"9751","European","Waikato","M",55,"None","Managers",0,1132
"9752","European","Manawatu-Wanganui","F",65,"None","Sales Workers",40,1124
"9753","European","Bay of Plenty","M",45,"Bachelore or Higher","Clerical and Administrative Workers",0,518
"9754","Asian","Other","F",45,"School","No Occupation",0,-121
"9755","European","Wellington","F",50,"Bachelore or Higher","Professionals",35,1228
"9756","European","Manawatu-Wanganui","M",25,"Other","No Occupation",0,267
"9757","Maori","Waikato","M",50,"None","No Occupation",0,308
"9758","Asian","Auckland","F",40,"None","No Occupation",0,430
"9759","European","Canterbury","M",20,"None","Managers",40,1709
"9760","European","Auckland","M",40,"Vocational/Trade","Managers",49,5258
"9761","Maori","Northland","M",65,"Vocational/Trade","No Occupation",0,0
"9762","European","Auckland","M",65,"None","Labourers",50,990
"9763","European","Auckland","F",20,"Bachelore or Higher","Community and Personal Service Worker",40,886
"9764","European","Canterbury","F",60,"Vocational/Trade","Clerical and Administrative Workers",3,46
"9765","European","Taranaki","M",60,"Vocational/Trade","Technicians and Trade Workers",40,638
"9766","European","Waikato","M",35,"Vocational/Trade","Sales Workers",40,759
"9767","Asian","Waikato","M",30,"Bachelore or Higher","Technicians and Trade Workers",40,858
"9768","European","Wellington","F",15,"School","No Occupation",0,0
"9769","European","Waikato","M",65,"Vocational/Trade","No Occupation",0,243
"9770","Pacific People","Auckland","M",35,"None","Community and Personal Service Worker",40,844
"9771","European","Canterbury","F",40,"Vocational/Trade","No Occupation",0,375
"9772","European","Wellington","M",30,"School","Professionals",40,855
"9773","European","Other","F",25,"School","Clerical and Administrative Workers",37.5,742
"9774","Asian","Auckland","F",40,"Bachelore or Higher","Professionals",0,-105
"9775","Maori","Waikato","M",60,"None","Technicians and Trade Workers",0,1688
"9776","European","Wellington","F",15,"School","No Occupation",0,0
"9777","European","Auckland","F",40,"School","Managers",30,2500
"9778","European","Canterbury","F",65,"None","No Occupation",0,0
"9779","European","Auckland","F",60,"School","Labourers",27,456
"9780","European","Wellington","F",50,"Vocational/Trade","Professionals",34,622
"9781","Other","Auckland","M",35,"Bachelore or Higher","Sales Workers",68,1307
"9782","European","Auckland","M",45,"Bachelore or Higher","Professionals",32,2270
"9783","European","Auckland","M",65,"School","No Occupation",0,0
"9784","European","Canterbury","M",15,"Vocational/Trade","No Occupation",0,0
"9785","European","Canterbury","F",20,"Bachelore or Higher","Professionals",0,0
"9786","Asian","Auckland","M",25,"Vocational/Trade","No Occupation",0,273
"9787","European","Auckland","M",50,"Bachelore or Higher","Managers",40,6069
"9788","European","Nelson/Tasman/Marlborough/West Coast","F",15,"School","No Occupation",0,0
"9789","European","Nelson/Tasman/Marlborough/West Coast","F",40,"Vocational/Trade","Clerical and Administrative Workers",28,328
"9790","Asian","Auckland","M",35,"Bachelore or Higher","Managers",40,1435
"9791","Maori","Northland","F",20,"Vocational/Trade","No Occupation",0,0
"9792","European","Auckland","M",15,"School","No Occupation",0,0
"9793","European","Wellington","M",55,"School","Labourers",7.5,93
"9794","European","Waikato","M",55,"Bachelore or Higher","Community and Personal Service Worker",12.5,506
"9795","European","Canterbury","F",65,"None","Sales Workers",2,26
"9796","European","Auckland","M",35,"Bachelore or Higher","Clerical and Administrative Workers",62.5,1679
"9797","Other Ethnicity","Gisborne / Hawke's Bay","F",65,"Vocational/Trade","No Occupation",0,311
"9798","European","Canterbury","M",60,"Vocational/Trade","No Occupation",0,208
"9799","European","Auckland","F",20,"Vocational/Trade","No Occupation",0,306
"9800","European","Auckland","M",40,"Other","Technicians and Trade Workers",0,1688
"9801","Asian","Auckland","F",15,"None","No Occupation",0,533
"9802","European","Taranaki","M",50,"Vocational/Trade","Technicians and Trade Workers",0,388
"9803","European","Auckland","F",20,"Bachelore or Higher","No Occupation",0,164
"9804","European","Wellington","F",35,"School","No Occupation",0,282
"9805","Other","Gisborne / Hawke's Bay","M",30,"Vocational/Trade","Managers",0,613
"9806","European","Manawatu-Wanganui","M",25,"School","Managers",40,818
"9807","European","Wellington","M",45,"School","Machinery Operators and Drivers",40,500
"9808","European","Waikato","M",45,"Other","Technicians and Trade Workers",40,762
"9809","Maori","Auckland","M",20,"Bachelore or Higher","Clerical and Administrative Workers",45,791
"9810","European","Canterbury","F",50,"None","Labourers",20,449
"9811","Maori","Wellington","F",45,"Bachelore or Higher","No Occupation",0,359
"9812","European","Auckland","M",40,"School","Machinery Operators and Drivers",50,1100
"9813","European","Nelson/Tasman/Marlborough/West Coast","M",50,"Vocational/Trade","Technicians and Trade Workers",40,1232
"9814","European","Auckland","F",40,"Vocational/Trade","Sales Workers",58,1148
"9815","European","Taranaki","F",35,"Other","No Occupation",0,1003
"9816","European","Wellington","M",55,"Bachelore or Higher","Professionals",50,2387
"9817","European","Nelson/Tasman/Marlborough/West Coast","M",55,"Other","Professionals",50,2114
"9818","European","Waikato","F",20,"Vocational/Trade","Professionals",39,841
"9819","European","Wellington","M",30,"Bachelore or Higher","Managers",40,793
"9820","European","Wellington","F",65,"None","No Occupation",0,697
"9821","European","Other","M",50,"Vocational/Trade","Labourers",52,1591
"9822","European","Canterbury","F",55,"Vocational/Trade","Clerical and Administrative Workers",35,828
"9823","Asian","Northland","M",50,"Vocational/Trade","Technicians and Trade Workers",40,844
"9824","European","Canterbury","F",40,"School","Technicians and Trade Workers",40,1165
"9825","Other","Canterbury","M",35,"Vocational/Trade","Community and Personal Service Worker",40,1008
"9826","European","Bay of Plenty","M",35,"Bachelore or Higher","Professionals",25,1036
"9827","Pacific People","Wellington","F",25,"None","No Occupation",0,370
"9828","European","Manawatu-Wanganui","F",50,"School","Managers",35,1333
"9829","Other","Bay of Plenty","M",35,"School","No Occupation",0,393
"9830","European","Canterbury","F",15,"School","No Occupation",0,0
"9831","Other Ethnicity","Canterbury","F",50,"School","Clerical and Administrative Workers",40,756
"9832","Other Ethnicity","Auckland","M",50,"Vocational/Trade","Managers",50,1571
"9833","European","Gisborne / Hawke's Bay","M",60,"None","Machinery Operators and Drivers",40,981
"9834","European","Auckland","F",30,"Vocational/Trade","No Occupation",0,428
"9835","European","Northland","M",65,"Vocational/Trade","Managers",40,690
